event_id,source_video,frame_range,peak_frame,split_topology,track_id,parent_id,confidence,tracker_confidence,classification_source,centroid_x,centroid_y,claude_notes,bleach_risk,acd_division_type,misaligned_chromosomes,lagging_chromosome,anaphase_bridge,micronucleus
184,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,251-261,261,normal_split,1018,1009,0.0,0.1000,claude,1319.7244488977956,1187.4488977955912,"The sequence shows no clear morphological progression consistent with cell division. The large bright cell on the right and the dimmer central structure remain relatively stable across all frames, with no visible rounding, elongation, or cleavage plane formation characteristic of mitosis. The appearance is consistent with z-plane focus drift or tracking artifact rather than an actual cytokinetic event.",0.454,,,,,
185,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,251-261,261,normal_split,1019,1009,0.0,0.1000,claude,1319.7244488977956,1187.4488977955912,"The sequence shows no clear morphological progression consistent with cell division. The large bright cell on the right and the dimmer central structure remain relatively stable across all frames, with no visible rounding, elongation, or cleavage plane formation characteristic of mitosis. The appearance is consistent with z-plane focus drift or tracking artifact rather than an actual cytokinetic event.",0.454,,,,,
186,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,252-262,262,normal_split,1021,834,0.0,0.1000,claude,860.6201517706577,62.925379426644184,"The cell in the center-left region appears slightly elongated in frames before the split, but there is no clear rounding, distinct cleavage plane formation, or persistent separation of two daughter cells after the candidate split point. The apparent morphological changes are subtle and consistent with shape-change flickering or z-plane focus drift rather than a genuine cytokinesis event.",0.456,,,,,
187,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,252-262,262,normal_split,1022,834,0.0,0.1000,claude,860.6201517706577,62.925379426644184,"The cell in the center-left region appears slightly elongated in frames before the split, but there is no clear rounding, distinct cleavage plane formation, or persistent separation of two daughter cells after the candidate split point. The apparent morphological changes are subtle and consistent with shape-change flickering or z-plane focus drift rather than a genuine cytokinesis event.",0.456,,,,,
188,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,253-263,263,normal_split,1023,1011,0.0,0.1000,claude,825.099609375,1573.888671875,"The cell structure appears morphologically identical across all frames, showing no rounding, elongation, cleavage plane formation, or separation into distinct daughter cells. The apparent two-lobe appearance is consistent throughout the sequence and likely represents either z-plane focus drift creating a bifid artifact or natural cell morphology flickering rather than a genuine mitotic division event.",0.457,,,,,
189,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,253-263,263,normal_split,1024,1011,0.0,0.1000,claude,825.099609375,1573.888671875,"The cell structure appears morphologically identical across all frames, showing no rounding, elongation, cleavage plane formation, or separation into distinct daughter cells. The apparent two-lobe appearance is consistent throughout the sequence and likely represents either z-plane focus drift creating a bifid artifact or natural cell morphology flickering rather than a genuine mitotic division event.",0.457,,,,,
190,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,256-266,266,normal_split,1028,992,0.0,0.1000,claude,1812.593112244898,560.2844387755102,"The central structure shows fragmented, irregular morphology that persists across frames without clear evidence of two distinct daughter cells. The appearance is consistent with z-plane focus drift or segmentation artifacts rather than a genuine cytokinetic division, as the fragments remain poorly defined and do not develop into well-demarcated, persistent daughter cells.",0.463,,,,,
191,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,256-266,266,normal_split,1029,992,0.0,0.1000,claude,1812.593112244898,560.2844387755102,"The central structure shows fragmented, irregular morphology that persists across frames without clear evidence of two distinct daughter cells. The appearance is consistent with z-plane focus drift or segmentation artifacts rather than a genuine cytokinetic division, as the fragments remain poorly defined and do not develop into well-demarcated, persistent daughter cells.",0.463,,,,,
192,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,256-266,266,normal_split,1030,1010,0.0,0.1000,claude,804.8622790981109,1561.0993296770262,"The cell maintains a consistent three-lobed or clustered morphology across all five frames with no clear progression toward cytokinesis. The shape remains unchanged before and after the candidate split point, suggesting this represents a single cell with an irregular or multi-lobed morphology rather than an active division event. No rounding, elongation along a cleavage plane, or separation of distinct daughter cells is observed.",0.463,,,,,
193,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,256-266,266,normal_split,1031,1010,0.0,0.1000,claude,804.8622790981109,1561.0993296770262,"The cell maintains a consistent three-lobed or clustered morphology across all five frames with no clear progression toward cytokinesis. The shape remains unchanged before and after the candidate split point, suggesting this represents a single cell with an irregular or multi-lobed morphology rather than an active division event. No rounding, elongation along a cleavage plane, or separation of distinct daughter cells is observed.",0.463,,,,,
194,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,263-273,273,normal_split,1041,1017,0.0,0.1000,claude,829.6451187335092,993.9973614775726,"The central cell region shows two adjacent objects that appear and persist across all frames, but this represents a z-plane focus drift or segmentation artifact rather than a genuine cytokinesis event. The two objects maintain relatively constant positions and morphology throughout the sequence without the characteristic rounding, elongation, and progressive separation typical of real cell division.",0.475,,,,,
195,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,263-273,273,normal_split,1042,1017,0.0,0.1000,claude,829.6451187335092,993.9973614775726,"The central cell region shows two adjacent objects that appear and persist across all frames, but this represents a z-plane focus drift or segmentation artifact rather than a genuine cytokinesis event. The two objects maintain relatively constant positions and morphology throughout the sequence without the characteristic rounding, elongation, and progressive separation typical of real cell division.",0.475,,,,,
196,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,264-274,274,normal_split,1046,54,0.0,0.1000,claude,1491.8278985507247,1637.5751811594203,"The cell in the center of the field shows only minor shape fluctuations across all frames, with no clear rounding, elongation along a cleavage plane, or separation into two distinct persistent daughter cells. The apparent morphology changes are consistent with z-plane focus drift or shape-change flickering rather than a genuine mitotic division.",0.477,,,,,
197,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,264-274,274,normal_split,1047,54,0.0,0.1000,claude,1491.8278985507247,1637.5751811594203,"The cell in the center of the field shows only minor shape fluctuations across all frames, with no clear rounding, elongation along a cleavage plane, or separation into two distinct persistent daughter cells. The apparent morphology changes are consistent with z-plane focus drift or shape-change flickering rather than a genuine mitotic division.",0.477,,,,,
198,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,266-276,276,normal_split,1052,246,0.0,0.1000,claude,497.3109619686801,842.7203579418344,"The cell in the center shows minimal morphological change across all five frames, remaining as a single rounded object without evidence of rounding-up, elongation, or cleavage plane formation. The appearance is consistent with shape-change flickering or focus drift rather than a genuine mitotic division, as there is no clear separation into two distinct, persistent daughter cells.",0.480,,,,,
199,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,266-276,276,normal_split,1053,246,0.0,0.1000,claude,497.3109619686801,842.7203579418344,"The cell in the center shows minimal morphological change across all five frames, remaining as a single rounded object without evidence of rounding-up, elongation, or cleavage plane formation. The appearance is consistent with shape-change flickering or focus drift rather than a genuine mitotic division, as there is no clear separation into two distinct, persistent daughter cells.",0.480,,,,,
200,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,269-279,279,normal_split,1057,1003,0.0,1.0000,claude,797.8581532416503,1277.9646365422398,"The central cell exhibits morphological changes consistent with focus drift or z-plane blur rather than genuine cytokinesis. Across all frames, the cell appears as a single, contiguous structure with variable texture (grainy/speckled appearance), but no clear elongation along a cleavage plane, no persistent daughter cells with distinct membranes, and no transition from rounded to two separate entities. The appearance remains qualitatively similar throughout, suggesting imaging artifact rather than cell division.",0.485,,,,,
201,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,269-279,279,normal_split,1058,1003,0.0,1.0000,claude,797.8581532416503,1277.9646365422398,"The central cell exhibits morphological changes consistent with focus drift or z-plane blur rather than genuine cytokinesis. Across all frames, the cell appears as a single, contiguous structure with variable texture (grainy/speckled appearance), but no clear elongation along a cleavage plane, no persistent daughter cells with distinct membranes, and no transition from rounded to two separate entities. The appearance remains qualitatively similar throughout, suggesting imaging artifact rather than cell division.",0.485,,,,,
202,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,269-279,279,normal_split,1059,1055,0.0,0.1000,claude,826.1536796536797,1573.8722943722944,"The cell maintains a consistent dumbbell or bilobed morphology throughout all frames with no evidence of progressive rounding, elongation, or separation into distinct daughter cells. This appears to be a single cell exhibiting stable shape-change flickering or an artifact of segmentation rather than a genuine division event.",0.485,,,,,
203,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,269-279,279,normal_split,1060,1055,0.0,0.1000,claude,826.1536796536797,1573.8722943722944,"The cell maintains a consistent dumbbell or bilobed morphology throughout all frames with no evidence of progressive rounding, elongation, or separation into distinct daughter cells. This appears to be a single cell exhibiting stable shape-change flickering or an artifact of segmentation rather than a genuine division event.",0.485,,,,,
204,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,271-281,281,normal_split,1066,728,0.0,0.1000,claude,436.6993275696446,1278.5024015369836,"The cell at the center remains as a doublet throughout all frames with no significant morphological changes or separation. There is no visible rounding, elongation along a cleavage plane, or progressive separation into two distinct daughter cells—the appearance is consistent across frames, indicating this is likely a persistent doublet or imaging artifact rather than an active division event.",0.489,,,,,
205,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,271-281,281,normal_split,1067,728,0.0,0.1000,claude,436.6993275696446,1278.5024015369836,"The cell at the center remains as a doublet throughout all frames with no significant morphological changes or separation. There is no visible rounding, elongation along a cleavage plane, or progressive separation into two distinct daughter cells—the appearance is consistent across frames, indicating this is likely a persistent doublet or imaging artifact rather than an active division event.",0.489,,,,,
206,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,278-288,288,normal_split,1084,957,0.0,0.1000,claude,135.80032467532467,1442.6309523809523,"The cell in the center of the field maintains a consistent heart-shaped or dumbbell morphology across all frames with no clear progression toward division. The apparent two-lobed appearance is static and represents normal cell shape variation rather than active cytokinesis, with no evidence of daughter cell separation, rounding, or elongation typical of real mitosis.",0.501,,,,,
207,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,278-288,288,normal_split,1085,957,0.0,0.1000,claude,135.80032467532467,1442.6309523809523,"The cell in the center of the field maintains a consistent heart-shaped or dumbbell morphology across all frames with no clear progression toward division. The apparent two-lobed appearance is static and represents normal cell shape variation rather than active cytokinesis, with no evidence of daughter cell separation, rounding, or elongation typical of real mitosis.",0.501,,,,,
208,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,281-291,291,normal_split,1091,156,0.0,0.1000,claude,491.5074349442379,266.60408921933083,"The central cell exhibits morphological changes consistent with z-plane focus drift rather than true cytokinesis. The apparent 'two touching masks' in frames 3-5 appear to represent the same cell transitioning through different focal planes or slight repositioning, without the hallmark rounding, elongation along a cleavage plane, or persistent daughter cell separation characteristic of real division. The structures remain at similar total intensity and do not show clear independent movement or persistent distinct identities.",0.506,,,,,
209,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,281-291,291,normal_split,1092,156,0.0,0.1000,claude,491.5074349442379,266.60408921933083,"The central cell exhibits morphological changes consistent with z-plane focus drift rather than true cytokinesis. The apparent 'two touching masks' in frames 3-5 appear to represent the same cell transitioning through different focal planes or slight repositioning, without the hallmark rounding, elongation along a cleavage plane, or persistent daughter cell separation characteristic of real division. The structures remain at similar total intensity and do not show clear independent movement or persistent distinct identities.",0.506,,,,,
210,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,282-292,292,normal_split,1095,1035,0.0,0.2000,claude,1569.2537313432836,266.1818181818182,"The cell in the center region (track 1035) exhibits shape fluctuation and slight morphological changes across frames, appearing transiently elongated but never clearly resolving into two distinct, persistent daughter cells. The apparent elongation is consistent with z-plane focus drift or shape-change flickering rather than genuine cytokinesis, as no clear separation or progression toward two independent cells is observed.",0.508,,,,,
211,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,282-292,292,normal_split,1096,1035,0.0,0.2000,claude,1569.2537313432836,266.1818181818182,"The cell in the center region (track 1035) exhibits shape fluctuation and slight morphological changes across frames, appearing transiently elongated but never clearly resolving into two distinct, persistent daughter cells. The apparent elongation is consistent with z-plane focus drift or shape-change flickering rather than genuine cytokinesis, as no clear separation or progression toward two independent cells is observed.",0.508,,,,,
212,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,290-300,300,normal_split,1106,1044,0.0,0.4000,claude,848.203544575725,1585.5843179377014,"The cell exhibits consistent morphology across all frames with no clear progression toward division. The structure remains in a similar convoluted/lobed state throughout, lacking the characteristic rounding, elongation, and distinct separation typical of real mitotic division. This appears to be shape-change flickering or z-plane focus drift creating apparent segmentation rather than a genuine cell division event.",0.522,,,,,
213,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,290-300,300,normal_split,1107,1044,0.0,0.4000,claude,848.203544575725,1585.5843179377014,"The cell exhibits consistent morphology across all frames with no clear progression toward division. The structure remains in a similar convoluted/lobed state throughout, lacking the characteristic rounding, elongation, and distinct separation typical of real mitotic division. This appears to be shape-change flickering or z-plane focus drift creating apparent segmentation rather than a genuine cell division event.",0.522,,,,,
214,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,294-304,304,normal_split,1112,1079,0.0,0.1000,claude,810.8555910543131,1570.3156549520768,"The cell maintains a consistent bilobed or dumbbell morphology throughout all frames with no clear progression toward two distinct, separated daughter cells. The shape appears to represent either a single cell in an intermediate morphological state or a z-plane focus artifact, rather than a genuine cytokinesis event with persistent separation of daughter cells.",0.529,,,,,
215,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,294-304,304,normal_split,1113,1079,0.0,0.1000,claude,810.8555910543131,1570.3156549520768,"The cell maintains a consistent bilobed or dumbbell morphology throughout all frames with no clear progression toward two distinct, separated daughter cells. The shape appears to represent either a single cell in an intermediate morphological state or a z-plane focus artifact, rather than a genuine cytokinesis event with persistent separation of daughter cells.",0.529,,,,,
216,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,295-305,305,normal_split,1116,1103,0.0,0.1000,claude,1438.7211120764553,1143.559513466551,"The central cell exhibits persistent shape-changing and elongation throughout the sequence, but maintains continuous connectivity and does not clearly separate into two distinct, independent daughter cells. The morphology appears consistent with a single cell undergoing shape-change flickering or morphological deformation rather than a genuine cytokinetic division.",0.530,,,,,
217,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,295-305,305,normal_split,1117,1103,0.0,0.1000,claude,1438.7211120764553,1143.559513466551,"The central cell exhibits persistent shape-changing and elongation throughout the sequence, but maintains continuous connectivity and does not clearly separate into two distinct, independent daughter cells. The morphology appears consistent with a single cell undergoing shape-change flickering or morphological deformation rather than a genuine cytokinetic division.",0.530,,,,,
218,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,297-307,307,normal_split,1119,1098,0.0,0.3000,claude,1431.4677894736842,1126.9427368421052,"The cell shows persistent morphological flickering and shape changes across all frames, appearing as two touching lobes or a bent structure throughout the sequence. There is no clear progression from a rounded cell to distinct, separating daughters—instead, the object maintains an elongated, irregular shape with no evidence of cytokinesis or increasing separation. This is consistent with shape-change flickering rather than a genuine cell division event.",0.534,,,,,
219,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,297-307,307,normal_split,1120,1098,0.0,0.3000,claude,1431.4677894736842,1126.9427368421052,"The cell shows persistent morphological flickering and shape changes across all frames, appearing as two touching lobes or a bent structure throughout the sequence. There is no clear progression from a rounded cell to distinct, separating daughters—instead, the object maintains an elongated, irregular shape with no evidence of cytokinesis or increasing separation. This is consistent with shape-change flickering rather than a genuine cell division event.",0.534,,,,,
220,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,304-314,314,normal_split,1131,1127,0.0,0.1000,claude,1447.919191919192,1135.4875420875421,"The central cell exhibits persistent elongation and irregular morphology throughout the sequence, but shows no clear cytokinetic progression typical of real division. The shape remains consistently contoured and fragmented rather than rounding, elongating along a cleavage plane, and cleanly separating into two distinct daughters. This appears to be a morphologically unstable cell or a z-plane focus artifact, not a genuine mitotic division event.",0.546,,,,,
221,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,304-314,314,normal_split,1132,1127,0.0,0.1000,claude,1447.919191919192,1135.4875420875421,"The central cell exhibits persistent elongation and irregular morphology throughout the sequence, but shows no clear cytokinetic progression typical of real division. The shape remains consistently contoured and fragmented rather than rounding, elongating along a cleavage plane, and cleanly separating into two distinct daughters. This appears to be a morphologically unstable cell or a z-plane focus artifact, not a genuine mitotic division event.",0.546,,,,,
222,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,313-323,323,normal_split,1144,1138,0.0,0.1000,claude,848.767226404169,1589.4557035321366,"The object maintains a consistent morphology across all frames with no evidence of cell rounding, elongation, or separation into distinct daughter cells. The appearance of two touching lobes is static and consistent throughout the sequence, suggesting this represents a single cell with an irregular or lobulated shape rather than an active division event. No temporal progression toward daughter cell formation is observed.",0.562,,,,,
223,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,313-323,323,normal_split,1145,1138,0.0,0.1000,claude,848.767226404169,1589.4557035321366,"The object maintains a consistent morphology across all frames with no evidence of cell rounding, elongation, or separation into distinct daughter cells. The appearance of two touching lobes is static and consistent throughout the sequence, suggesting this represents a single cell with an irregular or lobulated shape rather than an active division event. No temporal progression toward daughter cell formation is observed.",0.562,,,,,
224,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,314-324,324,normal_split,1147,1081,0.0,0.1000,claude,1315.6779008184883,1178.8050072219548,"The cell on the right (track 1081) appears as two touching lobes throughout the sequence, but there is no clear progression toward cytokinesis. The morphology remains static across all frames—the cell maintains its characteristic dumbbell or bilobed appearance without rounding, elongation along a cleavage plane, or separation into distinct daughter cells. This is consistent with z-plane focus drift or intrinsic cell shape rather than an active division event.",0.563,,,,,
225,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,314-324,324,normal_split,1148,1081,0.0,0.1000,claude,1315.6779008184883,1178.8050072219548,"The cell on the right (track 1081) appears as two touching lobes throughout the sequence, but there is no clear progression toward cytokinesis. The morphology remains static across all frames—the cell maintains its characteristic dumbbell or bilobed appearance without rounding, elongation along a cleavage plane, or separation into distinct daughter cells. This is consistent with z-plane focus drift or intrinsic cell shape rather than an active division event.",0.563,,,,,
226,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,315-325,325,normal_split,1149,1134,0.0,0.3000,claude,812.7525286581255,1571.7282535401214,"The central cell maintains a consistent, irregular morphology across all five frames with no clear evidence of cytokinesis, cleavage furrow formation, or separation into two distinct daughter cells. The apparent multi-lobed appearance is consistent with z-plane focus drift or a single cell with an irregular, non-round shape rather than an active division event.",0.565,,,,,
227,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,315-325,325,normal_split,1150,1134,0.0,0.3000,claude,812.7525286581255,1571.7282535401214,"The central cell maintains a consistent, irregular morphology across all five frames with no clear evidence of cytokinesis, cleavage furrow formation, or separation into two distinct daughter cells. The apparent multi-lobed appearance is consistent with z-plane focus drift or a single cell with an irregular, non-round shape rather than an active division event.",0.565,,,,,
228,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,324-334,334,normal_split,1163,718,0.0,0.1000,claude,400.1028761061947,1299.0907079646017,"The cell in the center region shows no progressive morphological changes consistent with mitosis. Across all five frames, the central cell maintains a relatively stable, compact appearance without evidence of rounding, elongation, or cleavage furrow formation. The apparent doubling likely represents z-plane focus drift or mask segmentation artifact rather than a genuine division event.",0.581,,,,,
229,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,324-334,334,normal_split,1164,718,0.0,0.1000,claude,400.1028761061947,1299.0907079646017,"The cell in the center region shows no progressive morphological changes consistent with mitosis. Across all five frames, the central cell maintains a relatively stable, compact appearance without evidence of rounding, elongation, or cleavage furrow formation. The apparent doubling likely represents z-plane focus drift or mask segmentation artifact rather than a genuine division event.",0.581,,,,,
230,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,333-343,343,normal_split,1183,94,0.0,0.1000,claude,719.3106960950764,402.39162422184495,"The central cell shows minor shape fluctuation and slight intensity variation across frames, but no clear cytokinesis, cleavage furrow, or persistent separation into two distinct daughter cells. The apparent morphological changes are consistent with z-plane focus drift or shape-change flickering rather than a genuine mitotic division.",0.597,,,,,
231,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,333-343,343,normal_split,1184,94,0.0,0.1000,claude,719.3106960950764,402.39162422184495,"The central cell shows minor shape fluctuation and slight intensity variation across frames, but no clear cytokinesis, cleavage furrow, or persistent separation into two distinct daughter cells. The apparent morphological changes are consistent with z-plane focus drift or shape-change flickering rather than a genuine mitotic division.",0.597,,,,,
232,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,334-344,344,normal_split,1187,1039,0.0,0.2000,claude,953.9723884031293,29.19788311090658,"The cell population shows no clear division event. The central cell (track 1039) remains relatively stable in position and morphology across all frames, appearing slightly elongated but not undergoing the characteristic rounding, cytokinetic furrow formation, or separation into two distinct daughter cells. The apparent blur in the upper-center region is consistent with z-plane focus drift rather than active cytokinesis.",0.598,,,,,
233,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,334-344,344,normal_split,1188,1039,0.0,0.2000,claude,953.9723884031293,29.19788311090658,"The cell population shows no clear division event. The central cell (track 1039) remains relatively stable in position and morphology across all frames, appearing slightly elongated but not undergoing the characteristic rounding, cytokinetic furrow formation, or separation into two distinct daughter cells. The apparent blur in the upper-center region is consistent with z-plane focus drift rather than active cytokinesis.",0.598,,,,,
234,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,341-351,351,normal_split,1203,1185,0.0,0.1000,claude,1323.0274747474748,1174.3684848484847,"The sequence shows no clear cell division event. The cell at the center-left remains relatively static throughout all frames with minor morphological fluctuations consistent with shape-change flickering or z-plane drift. The two cells on the right appear to be separate, persistent structures that do not show evidence of arising from a single parent cell, and there is no visible rounding-up, elongation along a cleavage plane, or emergence of two new daughter cells from a previously single entity.",0.610,,,,,
235,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,341-351,351,normal_split,1204,1185,0.0,0.1000,claude,1323.0274747474748,1174.3684848484847,"The sequence shows no clear cell division event. The cell at the center-left remains relatively static throughout all frames with minor morphological fluctuations consistent with shape-change flickering or z-plane drift. The two cells on the right appear to be separate, persistent structures that do not show evidence of arising from a single parent cell, and there is no visible rounding-up, elongation along a cleavage plane, or emergence of two new daughter cells from a previously single entity.",0.610,,,,,
236,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,342-352,352,normal_split,1207,1191,0.0,0.2000,claude,849.4780100937274,1596.7029560201875,"The cell maintains a consistent, irregular clustered morphology throughout all frames with no evidence of rounding, elongation, cleavage plane formation, or separation into distinct daughter cells. The appearance remains virtually identical across the sequence, indicating this is a static, non-dividing cell—likely a flickering segmentation artifact or z-plane drift rather than a genuine division event.",0.612,,,,,
237,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,342-352,352,normal_split,1208,1191,0.0,0.2000,claude,849.4780100937274,1596.7029560201875,"The cell maintains a consistent, irregular clustered morphology throughout all frames with no evidence of rounding, elongation, cleavage plane formation, or separation into distinct daughter cells. The appearance remains virtually identical across the sequence, indicating this is a static, non-dividing cell—likely a flickering segmentation artifact or z-plane drift rather than a genuine division event.",0.612,,,,,
238,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,351-361,361,normal_split,1223,140,0.0,0.1000,claude,1328.6532258064517,1651.307123655914,"The central cell shows morphological changes consistent with z-plane focus drift or shape flickering rather than a genuine division. In frames before the split, the cell appears as a single elongated object with internal texture; after the split, it fragments into smaller irregular blobs that lack the characteristic round, distinct morphology of true daughter cells. The fragments remain poorly defined and do not develop into persistent, well-formed daughters typical of real mitosis.",0.628,,,,,
239,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,351-361,361,normal_split,1224,140,0.0,0.1000,claude,1328.6532258064517,1651.307123655914,"The central cell shows morphological changes consistent with z-plane focus drift or shape flickering rather than a genuine division. In frames before the split, the cell appears as a single elongated object with internal texture; after the split, it fragments into smaller irregular blobs that lack the characteristic round, distinct morphology of true daughter cells. The fragments remain poorly defined and do not develop into persistent, well-formed daughters typical of real mitosis.",0.628,,,,,
240,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,351-361,361,normal_split,1221,1189,0.0,0.1000,claude,807.6775510204081,1579.891836734694,"The central cell maintains a consistent two-lobed or dumbbell morphology throughout all frames with no visible progression toward distinct separation. The shape fluctuates slightly due to focus drift or natural cellular deformation, but the two lobes remain connected and show no persistent daughter cell migration or cytokinetic furrow deepening typical of real division.",0.628,,,,,
241,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,351-361,361,normal_split,1222,1189,0.0,0.1000,claude,807.6775510204081,1579.891836734694,"The central cell maintains a consistent two-lobed or dumbbell morphology throughout all frames with no visible progression toward distinct separation. The shape fluctuates slightly due to focus drift or natural cellular deformation, but the two lobes remain connected and show no persistent daughter cell migration or cytokinetic furrow deepening typical of real division.",0.628,,,,,
242,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,353-363,363,normal_split,1230,67,0.0,1.0000,claude,78.01555209953344,1599.3172628304822,"The object in the center-left region appears as a single elongated cell in frames 1-2, then fragments into multiple small disconnected pieces in frames 3-5. This fragmentation pattern is consistent with z-plane focus drift or debris rather than a genuine cell division. True mitosis would show a smooth transition to two distinct, rounded daughter cells that remain connected and then separate, not fragmentation into small disparate pieces.",0.631,,,,,
243,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,353-363,363,normal_split,1231,67,0.0,1.0000,claude,78.01555209953344,1599.3172628304822,"The object in the center-left region appears as a single elongated cell in frames 1-2, then fragments into multiple small disconnected pieces in frames 3-5. This fragmentation pattern is consistent with z-plane focus drift or debris rather than a genuine cell division. True mitosis would show a smooth transition to two distinct, rounded daughter cells that remain connected and then separate, not fragmentation into small disparate pieces.",0.631,,,,,
244,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,353-363,363,normal_split,1228,1057,0.0,0.1000,claude,792.0943396226415,1276.4671698113207,"The central cell maintains a consistent irregular shape across all frames with no evidence of rounding, elongation, or cleavage progression. The apparent two-blob appearance in the center cell is stable throughout the sequence, consistent with shape-change flickering or a single irregularly-shaped cell rather than a true division event producing persistent distinct daughter cells.",0.631,,,,,
245,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,353-363,363,normal_split,1229,1057,0.0,0.1000,claude,792.0943396226415,1276.4671698113207,"The central cell maintains a consistent irregular shape across all frames with no evidence of rounding, elongation, or cleavage progression. The apparent two-blob appearance in the center cell is stable throughout the sequence, consistent with shape-change flickering or a single irregularly-shaped cell rather than a true division event producing persistent distinct daughter cells.",0.631,,,,,
246,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,356-366,366,normal_split,1235,1219,0.0,0.2000,claude,993.1603005635567,12.532874139010644,"The cell population shows no clear morphological changes across the sequence. The cells in the center region maintain consistent oval shapes and positions throughout all frames, with no evidence of rounding, elongation, cleavage plane formation, or separation into distinct daughter cells. This appears to be static or near-static imaging with minimal motion, inconsistent with an active cell division event.",0.637,,,,,
247,20251016_ACTB_Tom20 - Denoised_Tom20.avi (blue).avi,356-366,366,normal_split,1236,1219,0.0,0.2000,claude,993.1603005635567,12.532874139010644,"The cell population shows no clear morphological changes across the sequence. The cells in the center region maintain consistent oval shapes and positions throughout all frames, with no evidence of rounding, elongation, cleavage plane formation, or separation into distinct daughter cells. This appears to be static or near-static imaging with minimal motion, inconsistent with an active cell division event.",0.637,,,,,
